DataYear,Testname,TestDate,DistrictNumber,DistrictType,SchoolNumber,DistrictName,SchoolName,Grade,Subject,ReportOrder,ReportCategory,ReportDescription,Filtered,CountTested,CountLevel1,CountLevel2,CountLevel3,CountLevel4,CountLevel5,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentLevel5,AverageScore,AverageScorePrompt1,AverageScorePrompt2,AverageScorePrompt3,AverageScorePrompt4,SchoolClassification,GradeEnrollment,K12Enrollment,FilterThreshold,PublicSchool,index,City,District,School
02-03,MCA,04/08/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,M,9,"Special Education","Receiving Special Education Services",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/08/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",Y,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/08/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,M,12,"Student Stability","Enrolled in Same School On October 1",Y,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/01/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,1,"All Categories","All Students",Y,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/01/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,5,Race/Ethnicity,4-Black,Y,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/01/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,7,Gender,Male,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/01/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,8,Gender,Female,Y,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/01/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,9,"Special Education","Receiving Special Education Services",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/01/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",Y,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/01/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,R,12,"Student Stability","Enrolled in Same School On October 1",Y,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/03/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,1,"All Categories","All Students",Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/03/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,5,Race/Ethnicity,4-Black,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/03/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,7,Gender,Male,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/03/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,8,Gender,Female,Y,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/03/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,9,"Special Education","Receiving Special Education Services",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/03/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",Y,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/03/2003,4068,7,10,"EXCELL ACADEMY CHARTER             ","EXCELL ACADEMY CHARTER             ",5,W,12,"Student Stability","Enrolled in Same School On October 1",Y,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,8,99,9,Y,80,Minneapolis,"EXCELL ACADEMY CHARTER","EXCELL ACADEMY CHARTER"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,1,"All Categories","All Students",N,62,22,19,10,11,0,35.48,30.65,16.13,17.74,0,1297.58,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,57,19,18,10,10,0,33.33,31.58,17.54,17.54,0,1299.65,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,5,Race/Ethnicity,4-Black,Y,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,7,Gender,Male,N,36,16,10,4,6,0,44.44,27.78,11.11,16.67,0,1250,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,8,Gender,Female,N,26,6,9,6,5,0,23.08,34.62,23.08,19.23,0,1363.46,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,9,"Special Education","Receiving Special Education Services",Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,10,"Limited English Proficient","Eligible for LEP Services",N,45,18,15,7,5,0,40,33.33,15.56,11.11,0,1256.44,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,56,20,17,9,10,0,35.71,30.36,16.07,17.86,0,1300.54,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,M,12,"Student Stability","Enrolled in Same School On October 1",N,61,22,18,10,11,0,36.07,29.51,16.39,18.03,0,1296.39,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,1,"All Categories","All Students",N,62,27,19,9,7,0,43.55,30.65,14.52,11.29,0,1286.13,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,57,25,18,8,6,0,43.86,31.58,14.04,10.53,0,1285.96,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,5,Race/Ethnicity,4-Black,Y,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,7,Gender,Male,N,36,21,8,3,4,0,58.33,22.22,8.33,11.11,0,1238.06,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,8,Gender,Female,N,26,6,11,6,3,0,23.08,42.31,23.08,11.54,0,1352.69,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,9,"Special Education","Receiving Special Education Services",Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,10,"Limited English Proficient","Eligible for LEP Services",N,45,24,12,6,3,0,53.33,26.67,13.33,6.67,0,1255.33,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,56,23,17,9,7,0,41.07,30.36,16.07,12.5,0,1288.93,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",3,R,12,"Student Stability","Enrolled in Same School On October 1",N,61,27,19,9,6,0,44.26,31.15,14.75,9.84,0,1281.31,NULL,NULL,NULL,NULL,10,66,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,1,"All Categories","All Students",N,64,21,22,5,16,0,32.81,34.38,7.81,25,0,1341.25,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,61,18,22,5,16,0,29.51,36.07,8.2,26.23,0,1349.18,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,5,Race/Ethnicity,4-Black,Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,7,Gender,Male,N,32,15,8,2,7,0,46.88,25,6.25,21.88,0,1301.56,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,8,Gender,Female,N,32,6,14,3,9,0,18.75,43.75,9.38,28.13,0,1380.94,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,9,"Special Education","Receiving Special Education Services",Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,10,"Limited English Proficient","Eligible for LEP Services",N,38,14,17,2,5,0,36.84,44.74,5.26,13.16,0,1291.58,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,61,19,21,5,16,0,31.15,34.43,8.2,26.23,0,1348.52,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,M,12,"Student Stability","Enrolled in Same School On October 1",N,62,19,22,5,16,0,30.65,35.48,8.06,25.81,0,1347.9,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,1,"All Categories","All Students",N,64,38,9,7,8,2,59.38,14.06,10.94,12.5,3.13,1280.47,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,61,36,9,6,8,2,59.02,14.75,9.84,13.11,3.28,1286.07,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,5,Race/Ethnicity,4-Black,Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,7,Gender,Male,N,32,23,4,2,2,1,71.88,12.5,6.25,6.25,3.13,1221.88,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,8,Gender,Female,N,32,15,5,5,6,1,46.88,15.63,15.63,18.75,3.13,1339.06,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,9,"Special Education","Receiving Special Education Services",Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,10,"Limited English Proficient","Eligible for LEP Services",N,38,29,3,3,3,0,76.32,7.89,7.89,7.89,0,1216.58,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,61,35,9,7,8,2,57.38,14.75,11.48,13.11,3.28,1288.2,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/01/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,R,12,"Student Stability","Enrolled in Same School On October 1",N,62,36,9,7,8,2,58.06,14.52,11.29,12.9,3.23,1284.35,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/03/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,1,"All Categories","All Students",N,64,21,24,5,12,2,32.81,37.5,7.81,18.75,3.13,NULL,1154.71,1155.33,1376,1190,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/03/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,61,20,23,5,11,2,32.79,37.7,8.2,18.03,3.28,NULL,1181.33,1155.33,1376,1158.13,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/03/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,5,Race/Ethnicity,4-Black,Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/03/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,7,Gender,Male,N,32,15,10,3,4,0,46.88,31.25,9.38,12.5,0,NULL,1118.33,882.5,1231.11,1177.78,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/03/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,8,Gender,Female,N,32,6,14,2,8,2,18.75,43.75,6.25,25,6.25,NULL,1174.55,1467.14,1593.33,1203.75,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/03/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,9,"Special Education","Receiving Special Education Services",Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/03/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,10,"Limited English Proficient","Eligible for LEP Services",N,38,16,15,2,5,0,42.11,39.47,5.26,13.16,0,NULL,1066.36,676,1254.17,1219,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/03/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,61,20,23,5,11,2,32.79,37.7,8.2,18.03,3.28,NULL,1156.88,1197.86,1376,1161.88,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/03/2003,4070,7,10,"HOPE COMMUNITY ACADEMY             ","HOPE COMMUNITY ACADEMY             ",5,W,12,"Student Stability","Enrolled in Same School On October 1",N,62,20,23,5,12,2,32.26,37.1,8.06,19.35,3.23,NULL,1156.88,1155.33,1376,1208.75,10,64,438,9,Y,149,"Saint Paul","HOPE COMMUNITY ACADEMY","HOPE COMMUNITY ACADEMY"
02-03,MCA,04/08/2003,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,1,"All Categories","All Students",N,22,10,7,4,1,0,45.45,31.82,18.18,4.55,0,1248.64,NULL,NULL,NULL,NULL,10,25,197,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
02-03,MCA,04/08/2003,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,4,Race/Ethnicity,3-Hispanic,N,20,9,7,4,0,0,45,35,20,0,0,1246,NULL,NULL,NULL,NULL,10,25,197,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
02-03,MCA,04/08/2003,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,5,Race/Ethnicity,4-Black,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,25,197,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
02-03,MCA,04/08/2003,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,6,Race/Ethnicity,5-White,Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,25,197,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
02-03,MCA,04/08/2003,4073,7,10,"ACADEMIA CESAR CHAVEZ CHARTER SCH. ","ACADEMIA CESAR CHAVEZ CHARTER SCH. ",3,M,7,Gender,Male,N,11,7,3,1,0,0,63.64,27.27,9.09,0,0,1188.18,NULL,NULL,NULL,NULL,10,25,197,9,Y,178,"Saint Paul","ACADEMIA CESAR CHAVEZ CHARTER SCH.","ACADEMIA CESAR CHAVEZ CHARTER SCH."
